Notes,ICD-10 130 Cause List (Infants),ICD-10 130 Cause List (Infants) Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,#Malaria (B50-B54),GR130-020,2019,2019,0,3747540,0
,#Malaria (B50-B54),GR130-020,2020,2020,0,3613647,0
,#Malaria (B50-B54),GR130-020,2021,2021,0,3664292,0
,#Malaria (B50-B54),GR130-020,2022,2022,0,3667758,0
,#Malaria (B50-B54),GR130-020,2023,2023,0,3596017,0
,#Pneumocystosis (B59),GR130-021,2007,2007,Suppressed,4316233,Suppressed
,#Pneumocystosis (B59),GR130-021,2008,2008,Suppressed,4247726,Suppressed
,#Pneumocystosis (B59),GR130-021,2009,2009,0,4130665,0
,#Pneumocystosis (B59),GR130-021,2010,2010,0,3999386,0
,#Pneumocystosis (B59),GR130-021,2011,2011,Suppressed,3953590,Suppressed
,#Pneumocystosis (B59),GR130-021,2012,2012,Suppressed,3952841,Suppressed
,#Pneumocystosis (B59),GR130-021,2013,2013,0,3932181,0
,#Pneumocystosis (B59),GR130-021,2014,2014,Suppressed,3988076,Suppressed
,#Pneumocystosis (B59),GR130-021,2015,2015,0,3978497,0
,#Pneumocystosis (B59),GR130-021,2016,2016,0,3945875,0
,#Pneumocystosis (B59),GR130-021,2017,2017,Suppressed,3855500,Suppressed
,#Pneumocystosis (B59),GR130-021,2018,2018,Suppressed,3791712,Suppressed
,#Pneumocystosis (B59),GR130-021,2019,2019,0,3747540,0
,#Pneumocystosis (B59),GR130-021,2020,2020,0,3613647,0
,#Pneumocystosis (B59),GR130-021,2021,2021,Suppressed,3664292,Suppressed
,#Pneumocystosis (B59),GR130-021,2022,2022,0,3667758,0
,#Pneumocystosis (B59),GR130-021,2023,2023,Suppressed,3596017,Suppressed
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2007,2007,31,4316233,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2008,2008,38,4247726,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2009,2009,28,4130665,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2010,2010,22,3999386,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2011,2011,29,3953590,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2012,2012,27,3952841,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2013,2013,19,3932181,0.00 (Unreliable)
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2014,2014,23,3988076,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2015,2015,41,3978497,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2016,2016,25,3945875,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2017,2017,18,3855500,0.00 (Unreliable)
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2018,2018,23,3791712,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2019,2019,37,3747540,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2020,2020,36,3613647,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2021,2021,35,3664292,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2022,2022,20,3667758,0.01
,"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)",GR130-022,2023,2023,30,3596017,0.01
,Neoplasms (C00-D48),GR130-023,2007,2007,125,4316233,0.03
,Neoplasms (C00-D48),GR130-023,2008,2008,130,4247726,0.03
,Neoplasms (C00-D48),GR130-023,2009,2009,137,4130665,0.03
,Neoplasms (C00-D48),GR130-023,2010,2010,110,3999386,0.03
,Neoplasms (C00-D48),GR130-023,2011,2011,122,3953590,0.03
,Neoplasms (C00-D48),GR130-023,2012,2012,117,3952841,0.03
,Neoplasms (C00-D48),GR130-023,2013,2013,117,3932181,0.03
,Neoplasms (C00-D48),GR130-023,2014,2014,104,3988076,0.03
,Neoplasms (C00-D48),GR130-023,2015,2015,99,3978497,0.02
,Neoplasms (C00-D48),GR130-023,2016,2016,116,3945875,0.03
,Neoplasms (C00-D48),GR130-023,2017,2017,97,3855500,0.03
,Neoplasms (C00-D48),GR130-023,2018,2018,92,3791712,0.02
,Neoplasms (C00-D48),GR130-023,2019,2019,96,3747540,0.03
,Neoplasms (C00-D48),GR130-023,2020,2020,93,3613647,0.03
,Neoplasms (C00-D48),GR130-023,2021,2021,78,3664292,0.02
,Neoplasms (C00-D48),GR130-023,2022,2022,70,3667758,0.02
,Neoplasms (C00-D48),GR130-023,2023,2023,76,3596017,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2007,2007,68,4316233,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2008,2008,70,4247726,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2009,2009,74,4130665,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2010,2010,62,3999386,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2011,2011,69,3953590,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2012,2012,62,3952841,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2013,2013,64,3932181,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2014,2014,52,3988076,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2015,2015,53,3978497,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2016,2016,64,3945875,0.02
,#Malignant neoplasms (C00-C97),GR130-024,2017,2017,56,3855500,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2018,2018,50,3791712,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2019,2019,54,3747540,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2020,2020,53,3613647,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2021,2021,51,3664292,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2022,2022,38,3667758,0.01
,#Malignant neoplasms (C00-C97),GR130-024,2023,2023,47,3596017,0.01
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2007,2007,Suppressed,4316233,Suppressed
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2008,2008,Suppressed,4247726,Suppressed
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2009,2009,0,4130665,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2010,2010,Suppressed,3999386,Suppressed
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2011,2011,0,3953590,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2012,2012,Suppressed,3952841,Suppressed
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2013,2013,0,3932181,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2014,2014,0,3988076,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2015,2015,0,3978497,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2016,2016,0,3945875,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2017,2017,Suppressed,3855500,Suppressed
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2018,2018,Suppressed,3791712,Suppressed
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2019,2019,0,3747540,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2020,2020,0,3613647,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2021,2021,0,3664292,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2022,2022,0,3667758,0
,Hodgkin disease and non-Hodgkin lymphomas (C81-C85),GR130-025,2023,2023,0,3596017,0
,Leukemia (C91-C95),GR130-026,2007,2007,19,4316233,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2008,2008,25,4247726,0.01
,Leukemia (C91-C95),GR130-026,2009,2009,27,4130665,0.01
,Leukemia (C91-C95),GR130-026,2010,2010,24,3999386,0.01
,Leukemia (C91-C95),GR130-026,2011,2011,21,3953590,0.01
,Leukemia (C91-C95),GR130-026,2012,2012,18,3952841,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2013,2013,21,3932181,0.01
,Leukemia (C91-C95),GR130-026,2014,2014,11,3988076,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2015,2015,22,3978497,0.01
,Leukemia (C91-C95),GR130-026,2016,2016,27,3945875,0.01
,Leukemia (C91-C95),GR130-026,2017,2017,19,3855500,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2018,2018,15,3791712,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2019,2019,13,3747540,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2020,2020,20,3613647,0.01
,Leukemia (C91-C95),GR130-026,2021,2021,13,3664292,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2022,2022,13,3667758,0.00 (Unreliable)
,Leukemia (C91-C95),GR130-026,2023,2023,19,3596017,0.01 (Unreliable)
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2007,2007,47,4316233,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2008,2008,43,4247726,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2009,2009,47,4130665,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2010,2010,35,3999386,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2011,2011,47,3953590,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2012,2012,43,3952841,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2013,2013,43,3932181,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2014,2014,41,3988076,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2015,2015,31,3978497,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2016,2016,37,3945875,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2017,2017,36,3855500,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2018,2018,34,3791712,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2019,2019,41,3747540,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2020,2020,33,3613647,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2021,2021,38,3664292,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2022,2022,25,3667758,0.01
,"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)",GR130-027,2023,2023,28,3596017,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2007,2007,58,4316233,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2008,2008,61,4247726,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2009,2009,63,4130665,0.02
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2010,2010,48,3999386,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2011,2011,53,3953590,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2012,2012,54,3952841,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2013,2013,52,3932181,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2014,2014,51,3988076,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2015,2015,46,3978497,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2016,2016,52,3945875,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2017,2017,41,3855500,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2018,2018,42,3791712,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2019,2019,41,3747540,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2020,2020,40,3613647,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2021,2021,26,3664292,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2022,2022,31,3667758,0.01
,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR130-028,2023,2023,29,3596017,0.01
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2007,2007,116,4316233,0.03
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2008,2008,78,4247726,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2009,2009,92,4130665,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2010,2010,93,3999386,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2011,2011,94,3953590,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2012,2012,75,3952841,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2013,2013,86,3932181,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2014,2014,90,3988076,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2015,2015,95,3978497,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2016,2016,101,3945875,0.03
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2017,2017,84,3855500,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2018,2018,76,3791712,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2019,2019,84,3747540,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2020,2020,83,3613647,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2021,2021,76,3664292,0.02
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2022,2022,95,3667758,0.03
,#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),GR130-029,2023,2023,85,3596017,0.02
,Anemias (D50-D64),GR130-030,2007,2007,17,4316233,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2008,2008,14,4247726,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2009,2009,13,4130665,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2010,2010,15,3999386,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2011,2011,11,3953590,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2012,2012,17,3952841,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2013,2013,15,3932181,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2014,2014,11,3988076,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2015,2015,17,3978497,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2016,2016,14,3945875,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2017,2017,15,3855500,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2018,2018,10,3791712,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2019,2019,11,3747540,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2020,2020,13,3613647,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2021,2021,12,3664292,0.00 (Unreliable)
,Anemias (D50-D64),GR130-030,2022,2022,Suppressed,3667758,Suppressed
,Anemias (D50-D64),GR130-030,2023,2023,10,3596017,0.00 (Unreliable)
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2007,2007,77,4316233,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2008,2008,55,4247726,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2009,2009,65,4130665,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2010,2010,57,3999386,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2011,2011,63,3953590,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2012,2012,47,3952841,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2013,2013,51,3932181,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2014,2014,67,3988076,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2015,2015,59,3978497,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2016,2016,69,3945875,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2017,2017,51,3855500,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2018,2018,58,3791712,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2019,2019,63,3747540,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2020,2020,53,3613647,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2021,2021,52,3664292,0.01
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2022,2022,69,3667758,0.02
,Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76),GR130-031,2023,2023,58,3596017,0.02
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2007,2007,22,4316233,0.01
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2008,2008,Suppressed,4247726,Suppressed
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2009,2009,14,4130665,0.00 (Unreliable)
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2010,2010,20,3999386,0.01
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2011,2011,20,3953590,0.01
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2012,2012,10,3952841,0.00 (Unreliable)
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2013,2013,20,3932181,0.01
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2014,2014,12,3988076,0.00 (Unreliable)
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2015,2015,19,3978497,0.00 (Unreliable)
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2016,2016,18,3945875,0.00 (Unreliable)
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2017,2017,18,3855500,0.00 (Unreliable)
,Certain disorders involving the immune mechanism (D80-D89),GR130-032,2018,2018,Suppressed,3791712,Suppressed
